lng,lat,date,city,state,country,shape,duration,comments,year,month,day
-118.6275,43.6425,1929-07-05 14:00:00,buchanan  (or burns),or,us,disk,60.0,we were traveling east of burns&#44clmbing up thru a cut in the rim rocks when this object very slowely flew over the top of us&#44 some 50 f,1929,7,5
-88.0641667,34.9180556,1939-06-01 20:00:00,waterloo,al,us,fireball,300.0,4 high school students see bright&#44 ground-level&#44 slow moving fireball in the late 1930&#39s,1939,6,1
-84.41027779999999,33.66,1942-06-01 22:30:00,hapeville,ga,us,unknown,180.0,bright object approchjng Venus&#44 1940&#39s,1942,6,1
-84.5127778,36.4980556,1942-07-15 01:00:00,oneida,tn,us,rectangle,120.0,Two children walking along highway saw unfamiliar object in sky.,1942,7,15
-80.2444444,36.0997222,1945-06-07 07:00:00,winston-salem,nc,us,disk,2.0,I always thought this sighting should be on an official list&#44 now&#44 60 yrs. later&#44 it is.,1945,6,7
-76.29861109999999,36.8352778,1945-07-10 01:30:00,portsmouth,va,us,formation,180.0,1945  RED  FLICKERING  V FORMATION  CRAFTS  MOVING  EXTREEML  FAST .,1945,7,10
-120.6155556,39.781111100000004,1946-06-30 19:00:00,blairsden,ca,us,sphere,10.0,Looked up and saw sphere or disk 30-50 feet in diameter which was white or pale green in color.,1946,6,30
-70.2413889,43.641388899999995,1946-07-01 13:30:00,south portland,me,us,oval,10.0,motionless&#44 dark oblong&#44 noon sky over ocean&#44 felt Energy-Pull of Observing craft; when spotted&#44accelerated straight upwards fast,1946,7,1
-114.3613889,32.7552778,1946-09-30 20:30:00,dome,az,us,flash,40.0,observed sudden&#44very bright flash of light from large &#44flying object that appeared to be on fire.,1946,9,30
-76.1477778,43.048055600000005,1947-02-20 22:15:00,syracuse,ny,us,disk,360.0,1947-Chance observation of night sky reveals many UFO&#39s traversing upper atmosphere....,1947,2,20
-81.69555559999999,41.499444399999994,1947-06-01 02:30:00,cleveland,oh,us,light,300.0,It was about 2:15 in the morning when my wife woke me from a deep sleep and began to complain of stomach problems. As I was getting out,1947,6,1
-79.8425,40.521666700000004,1947-06-13 20:18:00,oakmont,pa,us,unknown,600.0,a very brillant blue-white object coming towards us lowering above us and hovering over us a few minutes before shooting straight up,1947,6,13
-114.1352778,42.596388899999994,1947-07-15 15:00:00,hazelton (northeast of),id,us,disk,600.0,The Object was Huge&#44Saucer-shaped&#44beautiful silver&#44no sound&#44no exhaust-No lights as it was early afternoon.,1947,7,15
-89.6852778,36.8472222,1947-07-15 21:00:00,morehouse,mo,us,cylinder,1140.0,Looked like airplanes without windows&#44  wings&#44 or tails.,1947,7,15
-74.1316667,44.32944439999999,1947-08-12 22:00:00,saranac lake,ny,us,disk,360.0,6-7 Disc shaped objects.  ((REPORT FROM:  BRIAN VIKE&#44 BRITISH COLUMBIA&#44 CANADA.)),1947,8,12
-101.3969444,35.667777799999996,1948-06-15 16:00:00,borger,tx,us,disk,10.0,Dull silver disk flying west at incredible speed making no sound above swimmers in pool.,1948,6,15
-76.6125,39.2902778,1948-06-30 00:00:00,baltimore,md,us,oval,8.0,Two UFO&quot;S  in flight over Baltimore leaving trails no sound that influence me.,1948,6,30
-119.24194440000001,34.4480556,1948-07-15 22:00:00,ojai,ca,us,light,900.0,UFO sighting in Ojai&#44 CA in 1948,1948,7,15
-122.5438889,37.906111100000004,1949-08-15 21:00:00,mill valley,ca,us,light,60.0,3 lights appeared&#44 manuevering rapidly and at impossible flight angles&#44 changing formation until winking out after little more than a m,1949,8,15
-86.7727778,33.5833333,1949-08-15 22:00:00,tarrant city,al,us,circle,600.0,Glowing large orange ball in Alabama sky August&#44 1949.,1949,8,15
-77.0766667,39.025555600000004,1950-06-07 20:00:00,kensington,md,us,oval,600.0,Reflective oval seen hovering over Washington D.C.,1950,6,7
-85.6797222,30.7916667,1950-06-15 20:00:00,bonifay (near),fl,us,disk,10.0,The objects were discs&#44 white&#44 and I estimate were moving around 100 mph in a southerly direction.,1950,6,15
-88.5666667,34.658055600000004,1950-06-20 10:00:00,booneville,ms,us,disk,4.0,Youngster observes shiny disc-shaped craft,1950,6,20
-82.51888890000001,37.4791667,1950-10-01 11:00:00,pikeville,ky,us,disk,600.0,SEVENTY SOME  FLYING DISK OBSERVED IN  1950,1950,10,1
-122.4275,37.4636111,1950-12-12 22:00:00,half moon bay,ca,us,other,600.0,3 blips on a military radar screen flew off the radar screen when military aircraft  approached them.,1950,12,12
-86.8025,33.5205556,1951-06-30 19:00:00,birmingham,al,us,unknown,3.0,I was suddenly aware of most of the sky being filled with a white light. No sound. It moved away quickly (one to three seconds) with no,1951,6,30
-118.18444440000002,33.9866667,1952-06-15 23:00:00,maywood,ca,us,circle,300.0,7 balls of *orange moon* lights in 2 V formations observed for 3 to 5 minutes until all sped off in 7 differen directions,1952,6,15
-84.5555556,42.7325,1952-06-21 22:00:00,lansing (few miles northwest of&#44 in the country),mi,us,other,2.0,It was like a star that moved&#44 it was 1952 before there was any space traffic or objects and was not an aircraft.,1952,6,21
-122.2272222,47.3075,1952-06-30 18:30:00,auburn,wa,us,oval,60.0,Early nighttime sighting of huge oval object for 1 minute.,1952,6,30
-80.1938889,25.7738889,1952-06-30 21:00:00,miami,fl,us,disk,18000.0,No one is able to believe,1952,6,30
-118.2616667,33.78,1952-07-15 12:00:00,wilmington,ca,us,disk,120.0,Three flying saucers suddenly appeared  in the sky&#44 hovered&#44 darted forwarded&#44 hovered&#44 then disappeared.,1952,7,15
-88.75527779999999,34.0016667,1952-07-22 09:30:00,okolona,ms,us,oval,300.0,Oval UFO paces occupants in automobile for 5 minutes on major highway,1952,7,22
-71.4741667,41.9697222,1952-07-30 15:00:00,manville,ri,us,sphere,10.0,Group of lights moving across sky during daylight hours.,1952,7,30
-82.45861109999998,27.947222200000002,1952-08-01 21:30:00,tampa,fl,us,oval,9000.0,Triangulation radar fix (USAF&#44 civil&#44 Navy).  I ordered intercept by SAC B-29.  B-29 tracked object. Central fire control system locked,1952,8,1
-75.1641667,39.9522222,1952-09-09 20:00:00,philadelphia,pa,us,circle,180.0,saucers in a line over Phila Pa.,1952,9,9
-119.28333329999998,46.2858333,1952-10-15 21:00:00,richland,wa,us,circle,5.0,Night sighting of seven large luminous UFOs flying in &quot;V&quot; formation,1952,10,15
-87.65,41.85,1952-12-06 19:00:00,chicago,il,us,other,45.0,Radar siting near Chicago- Dec. 1952. Object moved about 10 miles per second.,1952,12,6
-81.69555559999999,41.499444399999994,1953-06-30 00:00:00,cleveland,oh,us,fireball,35.0,The object came from the north from Canada meteor shaped fire ball with crackling sounds and a little tail and sparks glowing red and o,1953,6,30
-86.7844444,36.165833299999996,1953-07-15 13:00:00,nashville,tn,us,cylinder,300.0,cylindrical object &quot;examining&quot; trees,1953,7,15
-90.33111109999999,38.7544444,1953-08-01 12:00:00,berkeley,mo,us,fireball,300.0,Early 50&#39s sighting in Berkeley&#44 Missouri,1953,8,1
-121.6597222,40.8825,1954-02-15 19:30:00,burney,ca,us,disk,1800.0,Observance of one large and two smaller UFOs in a comparitive prolonged period of time.,1954,2,15
-91.4097222,39.9355556,1954-05-26 04:30:00,quincy (rural),il,us,disk,7.0,Saucer shaped object with lights and a dome seen near Quincy&#44 Il.,1954,5,26
-76.8233333,42.6763889,1954-06-01 06:00:00,ovid,ny,us,disk,600.0,I saw two silver/gray objects of different shapes.,1954,6,1
-122.31055559999999,37.915833299999996,1954-06-01 19:00:00,el cerrito,ca,us,light,300.0,It was a Sunday evening and must have been in November of Decemberme to Berkeley because it was dark and I needed to be in Berkeley for,1954,6,1
-75.46,39.8005556,1954-06-15 11:45:00,claymont,de,us,disk,10.0,It was just before noon on a warm sunny  June day&#44 I was 16 yrs old. Riding in the car with my brother-inlaw driving&#44 my sister riding,1954,6,15
-122.0638889,37.906388899999996,1954-07-07 20:00:00,walnut creek,ca,us,unknown,300.0,I have not reported this before. I feel it should be recorderd somewhere. My friend and I used to take time-lapse photos of the stars a,1954,7,7
-85.7694444,39.785,1954-07-15 14:00:00,greenfield (rural area&#44 6 miles so.),in,us,cigar,300.0,This all occured when I was still a child and living on a farm. My mother&#44 our next door neigbor&#39s wife&#44 and myself&#44 were standing outs,1954,7,15
-73.4458333,40.7325,1954-08-01 12:00:00,farmingdale,ny,us,oval,1800.0,Sphere  -30 min. - Stationary&#44 bright object over Jet Factory  -1954,1954,8,1
-76.8536111,41.656388899999996,1954-08-01 21:00:00,canton,pa,us,disk,30.0,Large&#44 silver-blue disc shaped oject which gave off high pitched sound and was slowly turning on its axis and then suddenly sped away.,1954,8,1
-122.29166670000001,47.1855556,1954-08-15 21:00:00,puyallup,wa,us,oval,2.0,The object was hovering above the treetops over the road a short distance in front of my car...,1954,8,15
-94.1016667,30.085833299999997,1954-09-09 12:30:00,beaumont,tx,us,disk,300.0,Aprox. 30 Disk shaped UFOs fell out of clouds got in V formatin  and shot toward a black rain cloud avoiding a Jet Plane.,1954,9,9
-74.0647222,40.3469444,1954-12-15 23:10:00,red bank,nj,us,circle,300.0,Bright orange light&#44 about the size of a pea at arms length&#44 moving slowly from the west to NE.  I was a soldier&#44 stationed at Ft. Monm,1954,12,15
-81.02305559999999,29.210555600000003,1955-06-15 21:00:00,daytona beach,fl,us,fireball,120.0,Three fireballs moved slowly along the beach&#44 then suddenly accelerated and flew straight up into the night sky and disappeared.,1955,6,15
-74.2130556,39.5975,1955-06-23 07:00:00,beach haven park,nj,us,disk,60.0,3 women hanging clothes saw a UFO come down over bay&#44 hover for 30 sec.&#44then take off so fast it seemed to disappear.,1955,6,23
-101.85472220000001,33.5777778,1955-06-30 13:00:00,lubbock,tx,us,cigar,120.0,Cigar shaped cloud and left very fast.,1955,6,30
-101.97277779999999,35.86555560000001,1955-06-30 21:00:00,dumas,tx,us,light,600.0,1955 - Air Force jets pursue lights over small Texas community.,1955,6,30
-94.4152778,39.091111100000006,1955-08-08 01:00:00,independence,mo,us,fireball,300.0,Flaming ball of light making right angle turns seen from front porch on a hot summer&#39s night.,1955,8,8
-76.7794444,39.006666700000004,1956-03-20 20:00:00,bowie,md,us,disk,900.0,Unusual object seen from different viewpoints.,1956,3,20
-96.6780556,34.77444439999999,1956-05-17 10:22:00,ada,ok,us,circle,20.0,This was a result of a prayer or telepathic request.  Seti is a load of crap.,1956,5,17
-90.04888890000001,35.14944439999999,1956-06-01 20:00:00,memphis,tn,us,cylinder,900.0,Object was glowing dull orange bent cylinder. Hovered noiselessly over RR tracks for a time&#44 then took off straight up.,1956,6,1
-81.5191667,41.08138889999999,1956-06-06 22:00:00,akron,oh,us,other,30.0,Akron Ohio&#44 1956&#44 Bright object similar to flying wing. 10 pm. See full description.,1956,6,6
-122.14194440000001,37.4419444,1956-06-15 18:00:00,palo alto,ca,us,fireball,600.0,Fireball landing&#44 and when inspection attempted&#44 retreating.,1956,6,15
-84.4569444,39.161944399999996,1956-06-16 13:00:00,cincinnati,oh,us,disk,1200.0,glass like&#44you could see threw&#44craft was 20 feet in front of me&#44as i stepped closer&#44 a ramp out of the side of the craft opened up and,1956,6,16
-120.05972220000001,36.961388899999996,1956-06-24 14:00:00,madera,ca,us,sphere,120.0,Half spherical object with portholes on the side.  Mid 1950&#39s in Central California.  Day time.,1956,6,24
-89.5180556,37.305833299999996,1956-06-30 13:00:00,cape girardeau,mo,us,diamond,300.0,Angular UFO sighted as a child,1956,6,30
-86.085,32.9947222,1956-08-01 00:00:00,bradford,al,us,sphere,20.0,moving sparkling white/ yellowish/orange/flat black sphere paused 20 feet over my head,1956,8,1
-93.59138890000001,33.6669444,1956-09-20 16:00:00,hope,ar,us,circle,1200.0,Sitting on a pond bank on sunny afternoon when 9 saucers appeared at 12:00 o&#39clock at a very high altitude.  They were silver in color,1956,9,20
-82.99888890000001,39.961111100000004,1956-12-01 23:00:00,columbus,oh,us,formation,240.0,A &quot;V&quot;  shape set of lights either on one large&#44 silent aircraft&#44 or 5 different aircraft flying in formation. No noise heard.,1956,12,1
-118.2427778,34.0522222,1957-03-15 15:00:00,los angeles,ca,us,disk,900.0,There were about 5-7 saucers&#44 gray color in a V shape form&#44 a mass sighting of about 200 or more people.,1957,3,15
-73.91305559999999,41.9266667,1957-05-25 13:00:00,rhinebeck,ny,us,diamond,20.0,KITE SHAPED OBJECT CHANGED 3 COLORS AND JIGGED UP AND DOWN WHILE FLASHING&#44 VERY&#44 VERY BRIGHT.,1957,5,25
-70.18861109999999,44.4752778,1957-06-14 10:00:00,livermore falls,me,us,diamond,300.0,A recalled childhood event,1957,6,14
-93.1336111,35.2783333,1957-06-30 18:00:00,russellville,ar,us,sphere,600.0,Huge orange ball floating over Russellville&#44 Arkansas&#44 in late 50s.,1957,6,30
-80.7544444,37.65138889999999,1957-07-01 13:00:00,talcott,wv,us,sphere,15.0,A sphere that looked like a white light came across the horizon from West to East&#44 an Air Force Jet followed about 3-4 sec later.,1957,7,1
-118.05694440000002,34.1072222,1957-07-15 12:00:00,temple city,ca,us,light,900.0,Lights over Mt Baldy California 1957 as seen by ten honest men,1957,7,15
-118.18833329999998,33.76694439999999,1957-07-15 15:00:00,long beach,ca,us,disk,120.0,Three disks stationary in a triangle formation during the day surrounded by a mirage effect seemingly caused by heat.,1957,7,15
-98.5891667,33.106944399999996,1957-09-01 16:00:00,graham,tx,us,sphere,30.0,Three shiny spheres over Graham Texas,1957,9,1
-93.0930556,44.944444399999995,1957-10-05 19:00:00,st. paul,mn,us,light,45.0,A bright light was apparently chased by several military jets.,1957,10,5
-73.18611109999999,44.4913889,1958-04-17 21:30:00,winooski,vt,us,oval,5400.0,object hovered&#44 landed then left headed north traveling at 60Kmph&#44 being tracked across USA by several radar sites.,1958,4,17
-98.3416667,40.925,1958-06-01 22:30:00,grand island,ne,us,circle,180.0,Hovering craft 60-75&#39 over roadway,1958,6,1
-90.8227778,29.795555600000004,1958-06-30 23:00:00,thibodaux,la,us,fireball,90.0,Historical Sighting  I have related this many times&#44 but never committed it to writing until now. I was motivated to write this by the,1958,6,30
-122.5686111,38.1075,1958-07-15 17:30:00,novato,ca,us,disk,90.0,saw saucer in large grass field it took off straight over vehicle went into sky and dissappeared,1958,7,15
-70.32222220000001,43.578055600000006,1958-08-08 15:00:00,scarborough,me,us,disk,600.0,I was a young girl around 1958 when I saw a saucer-shaped craft on the ground in daylight resting between two sets of power lines,1958,8,8
-83.7133333,33.7947222,1958-08-15 14:00:00,monroe,ga,us,oval,120.0,OVAL SHAPE SEEN IN OR AROUN 08/1958 IN MONROE GA,1958,8,15
-97.2177778,47.1041667,1958-09-07 19:00:00,arthur,nd,us,unknown,900.0,Two lights of alternating color traveling and stopping at unexplainable rates of speed.,1958,9,7
-121.17666670000001,44.353055600000005,1958-10-25 20:00:00,terrebonne,or,us,unknown,120.0,Piercing&#44 shrill tone.,1958,10,25
-74.6011111,40.775833299999995,1959-04-15 21:00:00,mendham,nj,us,disk,300.0,A saucer-shaped UFO hovered at eye-level about fifty feet away for five minutes&#44 then took off at great speed.,1959,4,15
-122.29416670000002,37.9772222,1959-05-05 09:00:00,el sobrante,ca,us,circle,120.0,Bright&#44 yellow/orange circle&#44 10 ft. in diameter&#44 silent&#44 slow moving&#44 5mph&#44 50 ft. above ground-2 minutes&#44 chased &amp; threw rocks at it.,1959,5,5
-87.69,42.0411111,1959-05-15 04:00:00,evanston,il,us,unknown,1200.0,Distant craft in the same part of the sky for 3 nights&#44 seen by a group,1959,5,15
-83.3977778,41.916388899999994,1959-06-10 13:00:00,monroe,mi,us,unknown,1800.0,Observed three very high flying  objects fly at unusual maneuvers,1959,6,10
-121.9488889,37.2872222,1959-06-15 10:00:00,campbell,ca,us,disk,720.0,3 glowing disc shaped objects,1959,6,15
-74.0063889,40.7141667,1959-06-30 20:00:00,new york city (bronx),ny,us,oval,1200.0,My husband and I didn&#39t believe in UFO&#39s until we actually saw one&#33,1959,6,30
-118.18833329999998,33.76694439999999,1959-07-07 23:00:00,long beach,ca,us,light,45.0,As a young man&#44 I would lay out in the yard at night and look at the sky--I often saw an object moving at night speed&#44 very high&#44 no no,1959,7,7
-73.6922222,42.728333299999996,1959-08-13 21:00:00,troy,ny,us,unknown,900.0,Single star like light zigging and zagging in night sky,1959,8,13
-117.23472220000001,37.708611100000006,1959-09-15 01:00:00,goldfield,nv,us,light,60.0,The object hovered over the pick-up&#44 and raised it from the sand,1959,9,15
-82.18861109999999,36.596388899999994,1960-01-15 22:00:00,bristol,va,us,disk,1200.0,BURNING disc  sighting 1960,1960,1,15
-80.2444444,36.0997222,1960-02-18 21:00:00,winston-salem,nc,us,cigar,20.0,It was on a Full Moonlit night&#44 while snowsledding&#44 a friend called to me and said &#44 &quot;look Bill&#44 what in the world is that?&quot;,1960,2,18
-121.49333329999999,38.5816667,1960-06-01 12:00:00,sacramento,ca,us,cigar,300.0,Brother sees ship and occupants...maybe more.......,1960,6,1
-94.6272222,39.1141667,1960-06-15 21:45:00,kansas city,ks,us,disk,900.0,Short visit&#33,1960,6,15
-87.65,41.85,1960-06-18 23:00:00,chicago,il,us,oval,3.0,AS I LYE IN THE NIGHT&#44 MY EYES FOCUSED ON HEAVEN&#44 FIVE DISCS SILENTLY PASSED OVER SOMETIME ROUND ELEVEN. THESE OVAL SHAPED OBJECTS GAVE,1960,6,18
-122.675,45.523611100000004,1960-07-01 20:00:00,portland,or,us,unknown,1800.0,Stationary Lights Over Portland OR Around 1960,1960,7,1
-88.1083333,42.976388899999996,1960-07-04 21:30:00,new berlin,wi,us,circle,300.0,Large&#44 slow moving craft&#44 above the clouds&#44 blinked out like a lightbulb before reaching the horizon,1960,7,4
-117.76694440000001,34.1008333,1960-07-15 01:00:00,la verne,ca,us,circle,1800.0,July 1960&#44 Pomona Ca&#44  two yellowish orange spheres observed by numerous people that reported to the local paper.,1960,7,15
-71.0602778,42.3583333,1960-08-01 18:00:00,boston,ma,us,disk,1800.0,Observed strange large disk like craft.,1960,8,1
-74.2286111,40.5772222,1960-08-01 18:00:00,carteret,nj,us,cigar,600.0,Cigar shapped object made no sounds&#44 moved slowly overhead and then with tremendous speed vanished,1960,8,1
-118.18833329999998,33.76694439999999,1960-08-17 21:10:00,long beach (terminal island),ca,us,other,5.0,9/17/1960 -21:10 hours-Terminal Island&#44 Califronia&#44 Four  Crescent over LBNSY- observed 4-5 seconds above broken clouds,1960,8,17
-82.5619444,36.548333299999996,1960-09-15 19:00:00,kingsport,tn,us,circle,300.0,An orange&#44 circular craft drifted over the house from east to west shortly after sundown.,1960,9,15
-157.8036111,21.418055600000002,1960-10-10 20:00:00,kaneohe,hi,us,light,900.0,AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan,1960,10,10
-118.13583329999999,34.6980556,1961-02-02 01:00:00,lancaster,ca,us,disk,180.0,Brilliant&#44silver disk. 50 to 55 degree angle of sight. Appears to be stationary in sky.Smaller object 1/8 the size of larger&#44same color,1961,2,2
-76.20111109999999,40.8202778,1961-04-01 20:00:00,shenandoah,pa,us,light,120.0,UFOs spotted coming from behind the moon,1961,4,1
-99.0180556,34.39194439999999,1961-06-15 20:30:00,frederick,ok,us,light,240.0,After sun down&#44 large bright white lightmoving westward at high altitude and speed.Two minutes after its passing&#44 a flight ofthree F-10,1961,6,15
-87.65,41.85,1961-06-17 19:00:00,chicago,il,us,disk,300.0,Disk shapped saucer over the city of Chicago.,1961,6,17
-90.35722220000001,38.5925,1961-06-20 00:00:00,webster groves,mo,us,circle,120.0,webster groves mo ciecular craft with a light searching the ground fifty years ago,1961,6,20
-77.23138890000001,39.8308333,1961-07-15 11:00:00,gettysburg,pa,us,cigar,18000.0,Rte 30 West&#44 near Belmont Rd. intersection  7/15/61 4 hours Gray metallic cigar craft on Herr property in field below hill,1961,7,15
-81.16444440000001,37.8952778,1961-07-15 23:00:00,mount hope,wv,us,unknown,1800.0,Object only visible as a streak of light at very high altitude traveled from horizon to horizon in a few seconds for a total of 6 times,1961,7,15
-122.5438889,37.906111100000004,1961-08-01 00:00:00,mill valley,ca,us,disk,180.0,Clear view of a &quot;flying saucer&quot;.,1961,8,1
-79.9677778,40.5327778,1961-08-05 21:15:00,glenshaw,pa,us,disk,900.0,2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard.,1961,8,5
-79.9961111,40.4405556,1961-08-05 23:00:00,pittsburgh,pa,us,sphere,600.0,Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane,1961,8,5
-86.7844444,36.165833299999996,1961-10-01 19:00:00,nashville,tn,us,disk,1800.0,In October 1961&#44 a silvery flattened disk hovered motionless over a local school fair for more than 30 minutes.,1961,10,1
-97.5563889,33.533055600000004,1961-12-26 20:00:00,forestburg,tx,us,sphere,120.0,Round brilliant white object hovered and then slowly descended behind a hill in a remote area without making a noise.,1961,12,26
-81.78277779999999,24.555277800000002,1962-01-01 08:00:00,key west,fl,us,sphere,300.0,in the very early morning hours of 1962&#44 I don&#39t recall the date or month&#44 at the time I was only 10 years of age&#44 a very loud whistlei,1962,1,1
-114.03666670000001,40.7372222,1962-03-03 03:00:00,wendover,ut,us,disk,900.0,MY BROTHER IN LAW WHO IS FROM VANCOUVER BC. AND HAS DUAL PASSPORT WAS IN WEST WENDOVER FOR GAMBLING PURPOSES.HAVING BEEN IN THE US.NAVY,1962,3,3
-84.6486111,39.6288889,1962-03-15 10:00:00,camden,oh,us,sphere,600.0,Large &quot;sphere&quot; shaped object sighted hovering with an up and down motion.,1962,3,15
-96.63861109999999,32.9125,1962-05-30 20:00:00,garland,tx,us,disk,600.0,THE OBJECT APPEARED TO COME DIRECTLY TO MY HOUSE&#44 THEN  LEFT WITH FAST ZIG ZAG SPEED BACK TO SPACE.,1962,5,30
-95.9805556,36.7472222,1962-06-01 00:00:00,bartlesville,ok,us,unknown,120.0,Childhood visitation 1962&#44 possible implant&#44 first sighting 1977.  other sightings of craft on several occasions. 500 Lights On Obj,1962,6,1
-80.2866667,40.8616667,1962-06-01 12:00:00,ellwood city,pa,us,disk,60.0,came down never touched ground had mist like around it&#44 about 1 yard wide wide&#44 hovered off ground right where I was sitting for about,1962,6,1
-88.92,37.9966667,1962-06-01 21:30:00,benton,il,us,disk,900.0,Saucer shaped object in daytime nearly landed next to me.  When my mother ran out to me&#44 it flew away.,1962,6,1
-73.8619444,41.1627778,1962-06-25 02:00:00,ossining,ny,us,unknown,900.0,refueling in summer 62 ossining ny,1962,6,25
-115.51194440000002,34.52,1962-06-30 07:00:00,cadiz,ca,us,unknown,10.0,We saw a silver brushed sillhoutte about the size of a person floating about 1-2 ft above the ground with no features of any sort.,1962,6,30
-83.1447222,42.4894444,1962-06-30 17:30:00,royal oak,mi,us,disk,600.0,Ship over Royal Oak&#44 early 60s,1962,6,30
-73.4825,40.7441667,1962-06-30 18:00:00,bethpage,ny,us,triangle,300.0,While I was a young boy playing in my dads belair around 1962 or 1963. I saw multiple bright white lights traveling west to east about,1962,6,30
-122.33083329999998,47.6063889,1962-07-01 22:00:00,seattle,wa,us,other,30.0,randomly moving starlike shape,1962,7,1
-97.6022222,34.8347222,1962-07-07 02:00:00,lindsay,ok,us,cylinder,600.0,white beam of light and cylindrical object,1962,7,7
-149.09305559999999,64.5638889,1962-08-15 19:00:00,nenana,ak,us,oval,900.0,the object had a large spot light&#44 shining straight down towards the groung.,1962,8,15
-71.07777779999999,42.7761111,1962-08-16 12:00:00,haverhill,ma,us,disk,300.0,Two Silver Disks observed in broad daylight.,1962,8,16
-77.19,36.515,1962-09-15 14:00:00,severn (northhampton) (uk/england),nc,us,unknown,900.0,Car electrical system failed&#44 then recovered,1962,9,15
-87.65,41.85,1962-10-15 22:30:00,chicago,il,us,other,10.0,SITTING IN AVALON PARK ON A FALL NIGHT AT APP.1030 PM I SAW A METALIC OBJECT TRAVELING FROM E TO W I DIDNT GIVE IT MUCH THOUGHT BUT IT,1962,10,15
-74.0063889,40.7141667,1962-12-21 23:21:00,new york city,ny,us,cigar,900.0,the ufo I saw on dec&#44 21&#44 1962  in NYC has never appeared on any website I could find,1962,12,21
-112.03527779999999,46.5927778,1963-01-01 22:00:00,helena (near),mt,us,diamond,3600.0,Diamond shaped UFO blocks USAF runway,1963,1,1
-122.33944440000002,47.4363889,1963-03-15 13:00:00,normandy park,wa,us,cylinder,300.0,Pencil-like objects seen flying over the water.,1963,3,15
-110.9258333,32.2216667,1963-04-01 07:00:00,tucson,az,us,triangle,600.0,Observed in western sky @ about 100 ft. flying to the south at about 10 to25 mph Flying in formation as geese would fly,1963,4,1
-70.95,42.466666700000005,1963-05-07 03:00:00,lynn,ma,us,disk,21600.0,05/07/1965; @3:00am lynn&#44ma essex county usa; two abductees&#44 8 witnesses; two sauces&#44 1 burnt field,1963,5,7
-74.0063889,40.7141667,1963-05-15 07:00:00,new york city (brooklyn),ny,us,other,600.0,SILENT&#44 SUSPENDED WATER TOWER APPEARS OVER HOUSES IN SEA GATE&#44 BROOKLYN&#44 NEW YORK,1963,5,15
-90.1977778,38.6272222,1963-06-01 02:00:00,st. louis county,mo,us,cigar,300.0,Cigar shaped craft hovering over swimming pool&#44 March 1963&#44 02:00-03:00&#44 slits along edge of hull of craft,1963,6,1
-97.45222220000001,29.501388899999995,1963-06-01 08:30:00,gonzales,tx,us,cigar,30.0,Object was cigar shaped&#44lights along side and exremely fast.,1963,6,1
-95.3630556,29.763055600000005,1963-06-01 12:00:00,houston,tx,us,cigar,300.0,Cigar shaped UFO over north Houston&#44&#44  before the building of IAH.,1963,6,1
-117.7822222,33.5422222,1963-06-01 20:00:00,laguna beach (south),ca,us,light,120.0,USO(s) - Unidentified Submerged Object(s) -- yeh&#33 I know guys&#33 You probably only care about lights in the sky&#33 But hey I&#39m not the only,1963,6,1
-104.8208333,38.8338889,1963-06-01 23:00:00,colorado springs (mtns. nw of),co,us,disk,300.0,UFO hovered and made right angle turns before shooting off at an incredible rate of speed when approached by a jet.,1963,6,1
-73.0569444,41.2222222,1963-06-15 03:00:00,milford,ct,us,other,60.0,A solid black cylinder shape moving across the ground then rising like a shadow,1963,6,15
-93.3344444,38.3908333,1963-07-01 21:00:00,lincoln,mo,us,other,28800.0,Lights in the Sky? What are they and where did they c ome from? Benton County Missouri July 1&#441963,1963,7,1
-93.3344444,38.3908333,1963-07-01 21:12:00,lincoln,mo,us,other,28800.0,This report is based upon a witness who  said that a great armada of bright lights in the Benton county sky was so bright that it was l,1963,7,1
-71.0602778,42.3583333,1963-07-17 09:00:00,boston,ma,us,triangle,1800.0,It was a nice warm night to hang on the back porch.  I saw a bright triangular light in the sky&#44 very high up.  It was doing loops and,1963,7,17
-88.7033333,34.2575,1963-07-20 19:30:00,tupelo,ms,us,disk,3600.0,12 year old Girl and family sees Disc over high-power lines,1963,7,20
-122.39833329999999,45.5872222,1963-08-20 02:30:00,camas,wa,us,unknown,900.0,Prune Hill&#44 Camas&#44 Washington&#44 a rural area above the Columbia River and across the river from PDX--I was in bed in a daylight basement,1963,8,20
-85.1647222,34.256944399999995,1963-12-10 23:00:00,rome,ga,us,oval,1200.0,An unmistakable sighting of a silent craft that followed us for 3miles&#44 stopped hovered and accelerated out of sight straight up.,1963,12,10
-116.9763889,33.9725,1964-03-29 21:00:00,cherry valley,ca,us,circle,1200.0,Little girl wakes up to lights and sees UFO.,1964,3,29
-84.06388890000001,42.8786111,1964-04-15 20:30:00,bancroft,mi,us,light,1200.0,We were surrounded by these UFOs.,1964,4,15
-117.88944440000002,34.09,1964-05-15 15:00:00,covina,ca,us,cigar,300.0,SLOWLY ROTATING CIGAR SHAPED METALLIC &#44DAYLIGHT LOW ALTITUDE OBJECT,1964,5,15
-97.26888890000001,32.7994444,1964-06-01 04:30:00,haltom city,tx,us,light,600.0,Light beam travel across roof-tops...1964.,1964,6,1
